Tab Name,Column Order,Header,Required,Default Value,Notes
Listings,25,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Buyer_Interest,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Buyer_Interest,2,Intake Type,Yes,marketplace-buyer-interest,Exact routing key used by Make.
Buyer_Interest,3,Source,Yes,,Stable source identifier from the originating flow.
Buyer_Interest,4,Listing ID,Yes,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,5,Vehicle Label,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,6,Buyer Name,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,7,Buyer Email,Yes,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,8,Buyer Phone,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,9,Preferred Contact Method,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,10,Buyer Message,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,11,Financing Needed,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,12,Trade In,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,13,Urgency,No,,Captures buyer interest submitted against a marketplace listing.
Buyer_Interest,14,Acknowledgments,No,,Store a Make-safe text or JSON representation of accepted acknowledgments.
Buyer_Interest,15,Status,Yes,New Buyer Interest,Use controlled values. Suggested: New Buyer Interest.
Buyer_Interest,16,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Listing_Packages,1,Package Name,Yes,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,2,Launch Price,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,3,Later Price,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,4,Included Listings,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,5,Featured,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,6,Review Level,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,7,Notes,No,,Defines launch and later ClearSale listing package options used by operations.
Listing_Packages,8,Active,No,TRUE,Defines launch and later ClearSale listing package options used by operations.
Payment_Tracking,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Payment_Tracking,2,Related Customer Email,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,3,Related Listing ID,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,4,Related Case ID,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,5,Product,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,6,Package,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,7,Amount Expected,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,8,Amount Paid,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,9,Payment Status,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,10,Payment Reference,No,,Tracks expected and recorded payments without processing payments in the workbook.
Payment_Tracking,11,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Review_Workflow,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Review_Workflow,2,Review Type,No,,Tracks internal review steps for cases and marketplace listings.
Review_Workflow,3,Related Listing ID,No,,Tracks internal review steps for cases and marketplace listings.
Review_Workflow,4,Related Case ID,No,,Tracks internal review steps for cases and marketplace listings.
Review_Workflow,5,Assigned To,No,,Tracks internal review steps for cases and marketplace listings.
Review_Workflow,6,Current Step,No,,Tracks internal review steps for cases and marketplace listings.
Review_Workflow,7,Status,Yes,New,"Use controlled values. Suggested: New, In Review, Waiting For Information, Complete."
Review_Workflow,8,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Mechanic_Review,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Mechanic_Review,2,Related Case ID,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,3,Related Listing ID,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,4,Reviewer Name,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,5,Reviewer Email,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,6,Vehicle Year,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,7,Make,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,8,Model,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,9,Review Summary,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,10,Concerns,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,11,Recommendation,No,,Stores structured mechanic or diagnostic authority review notes.
Mechanic_Review,12,Status,Yes,New,"Use controlled values. Suggested: New, In Review, Complete, Declined."
Mechanic_Review,13,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Legal_Acknowledgments,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Legal_Acknowledgments,2,Related Intake Type,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,3,Related Case ID,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,4,Related Listing ID,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,5,Customer Email,Yes,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,6,Acknowledgment Type,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,7,Acknowledgment Text,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,8,Accepted,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,9,IP Address Safe Hash,No,,"Records acceptance of platform acknowledgments tied to an intake, case, or listing."
Legal_Acknowledgments,10,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Marketplace_Settings,1,Setting Key,Yes,,Stores Make-safe operational settings for marketplace workflows.
Marketplace_Settings,2,Setting Value,No,,Stores Make-safe operational settings for marketplace workflows.
Marketplace_Settings,3,Description,No,,Stores Make-safe operational settings for marketplace workflows.
Marketplace_Settings,4,Active,No,TRUE,Stores Make-safe operational settings for marketplace workflows.
Marketplace_Settings,5,Updated At,No,,Stores Make-safe operational settings for marketplace workflows.
Marketplace_Settings,6,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Status_Options,1,Status Type,Yes,,Provides controlled status values for Make routes and admin workflows.
Status_Options,2,Status Value,Yes,,Provides controlled status values for Make routes and admin workflows.
Status_Options,3,Description,No,,Provides controlled status values for Make routes and admin workflows.
Status_Options,4,Active,No,TRUE,Provides controlled status values for Make routes and admin workflows.
Mechanic_Match_Requests,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Mechanic_Match_Requests,2,Intake Type,Yes,mechanic-match-request,Exact routing key used by Make.
Mechanic_Match_Requests,3,Source,Yes,,Stable source identifier from the originating flow.
Mechanic_Match_Requests,4,Customer Name,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,5,Customer Email,Yes,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,6,Customer Phone,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,7,City,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,8,State,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,9,ZIP,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,10,Vehicle Year,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,11,Make,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,12,Model,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,13,Mileage,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,14,Problem Category,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,15,Symptoms,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,16,Can Drive,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,17,Preferred Help Type,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,18,Urgency,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,19,Budget Range,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,20,Photos Or Video Available,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,21,Existing Diagnosis Case ID,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,22,Drivable Check Used,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,23,Permission To Share Case,No,,"Captures customer requests for the right type of mechanic, shop, mobile provider, specialist, or inspector."
Mechanic_Match_Requests,24,Acknowledgments,No,,Store a Make-safe text or JSON representation of accepted acknowledgments.
Mechanic_Match_Requests,25,Status,Yes,New Match Request,"Use controlled values. Suggested: New Match Request, Needs Review, Provider Search, Closed."
Mechanic_Match_Requests,26,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Mechanic_Match_Providers,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Mechanic_Match_Providers,2,Intake Type,Yes,mechanic-provider-claim,Exact routing key used by Make.
Mechanic_Match_Providers,3,Source,Yes,,Stable source identifier from the originating flow.
Mechanic_Match_Providers,4,Provider Name,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,5,Provider Email,Yes,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,6,Provider Phone,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,7,Business Name,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,8,City,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,9,State,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,10,ZIP,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,11,Service Area,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,12,Services Offered,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,13,Mobile Service,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,14,Shop Service,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,15,Diagnostic Capability,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,16,Availability,No,,Stores provider claim or onboarding data for internal matching operations.
Mechanic_Match_Providers,17,Status,Yes,New Claim,"Use controlled values. Suggested: New Claim, Needs Verification, Active, Inactive, Declined."
Mechanic_Match_Providers,18,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Mechanic_Outreach_Log,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Mechanic_Outreach_Log,2,Provider Name,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,3,Business Name,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,4,Contact Method,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,5,Contact Detail,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,6,City,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,7,State,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,8,Outreach Status,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,9,Follow Up Date,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,10,Notes,No,,Logs provider outreach and follow-up activity.
Mechanic_Outreach_Log,11,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Support_Concierge,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Support_Concierge,2,Intake Type,Yes,support-concierge-request,Exact routing key used by Make.
Support_Concierge,3,Source,Yes,,Stable source identifier from the originating flow.
Support_Concierge,4,Guide Requested,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,5,Help Topic,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,6,Customer Name,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,7,Customer Email,Yes,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,8,Customer Phone,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,9,Related Case ID,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,10,Related Listing ID,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,11,Current Page,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,12,Urgency,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,13,Preferred Contact Method,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,14,Message,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,15,Stuck Step,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,16,Wants Human Review,No,,Captures AI-assisted Drivable Guide requests and escalation preferences.
Support_Concierge,17,Acknowledgments,No,,Store a Make-safe text or JSON representation of accepted acknowledgments.
Support_Concierge,18,Status,Yes,New Support Request,"Use controlled values. Suggested: New Support Request, Needs Human Review, Resolved."
Support_Concierge,19,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Guide_Requests,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Guide_Requests,2,Intake Type,Yes,marketplace-guide-request,Exact routing key used by Make.
Guide_Requests,3,Source,Yes,,Stable source identifier from the originating flow.
Guide_Requests,4,Guide Type,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,5,Customer Name,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,6,Customer Email,Yes,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,7,Related Flow,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,8,Related Listing ID,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,9,Related Case ID,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,10,Question,No,,"Captures requests for marketplace, title, safety, or process guidance."
Guide_Requests,11,Status,Yes,New,"Use controlled values. Suggested: New, Drafting Guidance, Needs Official Source, Complete."
Guide_Requests,12,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Help_FAQ_Feedback,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Help_FAQ_Feedback,2,Customer Email,Yes,,Collects feedback on whether self-help FAQ content resolved a user's question.
Help_FAQ_Feedback,3,Page,No,,Collects feedback on whether self-help FAQ content resolved a user's question.
Help_FAQ_Feedback,4,FAQ Topic,No,,Collects feedback on whether self-help FAQ content resolved a user's question.
Help_FAQ_Feedback,5,Was Helpful,No,,Collects feedback on whether self-help FAQ content resolved a user's question.
Help_FAQ_Feedback,6,Feedback,No,,Collects feedback on whether self-help FAQ content resolved a user's question.
Help_FAQ_Feedback,7,Status,Yes,New,"Use controlled values. Suggested: New, Reviewed, Content Update Needed, Closed."
Help_FAQ_Feedback,8,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Internal_Review_Log,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Internal_Review_Log,2,Intake Type,Yes,internal-diagnosis-response,Exact routing key used by Make.
Internal_Review_Log,3,Source,Yes,,Stable source identifier from the originating flow.
Internal_Review_Log,4,Case ID,Yes,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,5,Customer Name,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,6,Customer Email,Yes,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,7,Vehicle Year,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,8,Make,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,9,Model,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,10,Diagnosis Summary,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,11,Recommended Response,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,12,Confidence Level,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,13,Needs Human Review,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,14,Draft Created,No,,Stores internal diagnosis response drafts and review decisions before customer delivery.
Internal_Review_Log,15,Status,Yes,New Internal Review,"Use controlled values. Suggested: New Internal Review, Draft Created, Needs Human Review, Approved, Closed."
Internal_Review_Log,16,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Admin_Actions,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Admin_Actions,2,Intake Type,Yes,admin-action,Exact routing key used by Make.
Admin_Actions,3,Source,Yes,,Stable source identifier from the originating flow.
Admin_Actions,4,Audit Event ID,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,5,Audit Hash,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,6,Previous Audit Hash,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,7,Admin Name,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,8,Admin Email,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,9,Action Type,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,10,Related Case ID,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,11,Related Listing ID,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,12,Related Customer Email,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,13,Amount,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,14,Reason,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,15,Notes,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,16,Requested Follow Up,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,17,Draft Only,No,,Creates an append-only record of sensitive admin actions and audit-chain metadata.
Admin_Actions,18,Status,Yes,Logged,"Use controlled values. Suggested: Logged, Needs Follow Up, Complete."
Customer_Credits,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Customer_Credits,2,Related Customer Email,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,3,Related Case ID,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,4,Related Listing ID,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,5,Credit Type,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,6,Credit Amount,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,7,Reason,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,8,Approved By,No,,Tracks approved customer credits without creating a payment system.
Customer_Credits,9,Status,Yes,Pending,"Use controlled values. Suggested: Pending, Approved, Applied, Cancelled."
Customer_Credits,10,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Refund_Log,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Refund_Log,2,Related Customer Email,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,3,Related Case ID,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,4,Related Listing ID,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,5,Payment Reference,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,6,Refund Amount,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,7,Refund Reason,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,8,Refund Status,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,9,Logged By,No,,Logs refund decisions and external payment references without processing refunds.
Refund_Log,10,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Activity_Log,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Activity_Log,2,Activity Type,No,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,3,Related Intake Type,No,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,4,Related Case ID,No,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,5,Related Listing ID,No,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,6,Customer Email,Yes,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,7,Summary,No,,Provides a concise cross-flow activity trail for operations monitoring.
Activity_Log,8,Status,Yes,Logged,"Use controlled values. Suggested: Logged, Warning, Failed."
Activity_Log,9,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Security_Events,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Security_Events,2,Intake Type,Yes,security-event,Exact routing key used by Make.
Security_Events,3,Source,Yes,,Stable source identifier from the originating flow.
Security_Events,4,Event Type,Yes,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,5,Severity,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,6,Related Route,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,7,Related Intake Type,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,8,Message,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,9,Raw Status Code,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,10,Safe Details,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,11,Recommended Action,No,,"Stores safe, non-secret security and abuse event summaries for admin review."
Security_Events,12,Status,Yes,New Security Event,"Use controlled values. Suggested: New Security Event, Investigating, Resolved, False Positive."
Security_Events,13,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Watchtower_Health_Checks,1,Checked At,Yes,,ISO 8601 timestamp generated by the app or Make.
Watchtower_Health_Checks,2,Intake Type,Yes,watchtower-health-check,Exact routing key used by Make.
Watchtower_Health_Checks,3,Source,Yes,,Stable source identifier from the originating flow.
Watchtower_Health_Checks,4,Check Type,No,,Records scheduled route and automation health checks.
Watchtower_Health_Checks,5,Route Or Service,Yes,,Records scheduled route and automation health checks.
Watchtower_Health_Checks,6,Status,Yes,Healthy,"Use controlled values. Suggested: Healthy, Warning, Failed."
Watchtower_Health_Checks,7,Response Code,No,,Records scheduled route and automation health checks.
Watchtower_Health_Checks,8,Message,No,,Records scheduled route and automation health checks.
Watchtower_Health_Checks,9,Recommended Action,No,,Records scheduled route and automation health checks.
Watchtower_Health_Checks,10,Admin Notes,No,,Internal notes; never expose secrets or credentials.
Webhook_Failures,1,Submitted At,Yes,,ISO 8601 timestamp generated by the app or Make.
Webhook_Failures,2,Intake Type,Yes,webhook-failure,Exact routing key used by Make.
Webhook_Failures,3,Source,Yes,,Stable source identifier from the originating flow.
Webhook_Failures,4,Failed Intake Type,No,,Records safe webhook failure details and retry recommendations without exposing secrets.
